    29/119     1.39G   0.03372   0.02621   0.02581   0.08574        60       416    0.5975    0.7536    0.7444    0.5025   0.02796   0.01976   0.02362
    30/119     1.39G   0.03407   0.02592   0.02559   0.08558        69       416    0.6091    0.7587    0.7068    0.4743   0.02847   0.01977   0.02196
    31/119     1.39G    0.0333   0.02653   0.02539   0.08521        61       416    0.5969    0.7221    0.7235    0.4946   0.02811   0.01972   0.02174
    32/119     1.39G   0.03311   0.02617   0.02386   0.08314        48       416    0.6281    0.7281    0.7277    0.5037   0.02836   0.01916   0.02108
    33/119     1.39G   0.03316   0.02672   0.02397   0.08385        70       416     0.624    0.6981     0.706    0.4822   0.02817   0.01961   0.02265
    34/119     1.39G   0.03288   0.02608    0.0239   0.08286        55       416    0.6098    0.7284    0.7114    0.4899   0.02696   0.01968   0.02173
    35/119     1.39G   0.03259   0.02595   0.02354   0.08208        52       416     0.661    0.7302    0.7498    0.5133   0.02727   0.01866   0.01996
    36/119     1.39G    0.0326   0.02586   0.02349   0.08196        58       416    0.6711    0.7213    0.7487    0.5155   0.02675   0.01925   0.02054
    37/119     1.39G   0.03202   0.02557   0.02306   0.08065        41       416    0.6638    0.7615    0.7531    0.5172   0.02688   0.01878   0.02074
    38/119     1.39G   0.03223   0.02574   0.02321   0.08117        54       416    0.6201     0.733    0.7063    0.4919   0.02792   0.01919   0.01994
    39/119     1.39G   0.03231   0.02512   0.02237    0.0798        50       416     0.651    0.6849    0.6852    0.4781   0.03073   0.02047   0.02114
    40/119     1.39G   0.03239   0.02503    0.0224   0.07982        60       416    0.7172    0.6737    0.7678    0.5242   0.02742   0.01919    0.0192
    41/119     1.39G   0.03188   0.02498   0.02167   0.07853        44       416    0.7478    0.6967    0.7592    0.5263   0.02634   0.01829   0.01921
    42/119     1.39G    0.0314   0.02456   0.02146   0.07742        58       416    0.7251    0.6581    0.7368     0.517   0.02727    0.0188   0.02018
    43/119     1.39G   0.03162   0.02503   0.02106   0.07771        46       416     0.805    0.6453    0.7653    0.5255   0.02654   0.01828   0.02019
    44/119     1.39G   0.03118   0.02448   0.02143   0.07708        52       416    0.6975    0.7503    0.7705      0.54    0.0259   0.01834   0.01916
    45/119     1.39G   0.03151   0.02459   0.02043   0.07653        55       416    0.7623    0.7085    0.7631    0.5381   0.02709     0.019   0.01821
    46/119     1.39G   0.03099   0.02455   0.02033   0.07587        50       416    0.7339    0.7576    0.7904    0.5526    0.0256   0.01799   0.01858
    47/119     1.39G   0.03117   0.02406   0.02053   0.07576        59       416    0.7511    0.7473    0.7949    0.5575   0.02546   0.01775   0.01881
    48/119     1.39G   0.03092   0.02462   0.01986    0.0754        78       416    0.7798    0.7425    0.8146    0.5784   0.02478   0.01776   0.01754
    49/119     1.39G   0.03081   0.02436   0.01974   0.07491        44       416    0.7491    0.7611    0.8121    0.5733   0.02496   0.01787   0.01863
    50/119     1.39G   0.03067   0.02397   0.01965   0.07428        49       416    0.7983    0.6733    0.7829     0.553   0.02506   0.01877   0.01867
    51/119     1.39G   0.03031   0.02468   0.01919   0.07417        59       416    0.7314    0.7776    0.8012    0.5704   0.02503   0.01798   0.01803
    52/119     1.39G   0.03076   0.02442   0.01893   0.07411        44       416    0.7501    0.7399    0.8139    0.5872   0.02411   0.01761   0.01787
    53/119     1.39G   0.03026   0.02375   0.01884   0.07285        57       416     0.753    0.7688    0.8029    0.5642   0.02485   0.01771   0.01835
    54/119     1.39G   0.03036   0.02388   0.01798   0.07221        58       416    0.7793    0.7554    0.8104    0.5756   0.02537   0.01765   0.01662
    55/119     1.39G   0.02976   0.02396   0.01819   0.07192        58       416    0.7298    0.7651    0.8134     0.587   0.02444   0.01731   0.01791
    56/119     1.39G   0.03008     0.024   0.01816   0.07224        62       416    0.7991    0.7565    0.8281    0.5998   0.02508   0.01757    0.0166
    57/119     1.39G    0.0297   0.02315   0.01805   0.07089        60       416    0.7907    0.7378    0.8026    0.5604   0.02528   0.01839   0.01736
    58/119     1.39G   0.03036   0.02404   0.01788   0.07229        73       416    0.7674    0.7694    0.8201    0.5821   0.02526   0.01812   0.01676
    59/119     1.39G   0.02966    0.0238   0.01787   0.07133        53       416    0.8249    0.7243    0.8161      0.58   0.02448   0.01777   0.01754
    60/119     1.39G   0.02996   0.02397   0.01781   0.07175        52       416    0.7822    0.8026    0.8397    0.6082   0.02522   0.01753   0.01668
    61/119     1.39G   0.02966   0.02341   0.01694   0.07002        75       416    0.8044    0.7591    0.8297    0.5939   0.02523   0.01761   0.01784
    62/119     1.39G   0.02946   0.02344   0.01678   0.06967        77       416    0.7701     0.748    0.8108    0.5905   0.02379   0.01722   0.01961
    63/119     1.39G   0.02934   0.02331   0.01711   0.06976        73       416    0.7388    0.8115    0.8339    0.5988   0.02429   0.01702   0.01892
    64/119     1.39G   0.02891   0.02292   0.01595   0.06778        51       416    0.7694    0.7508    0.8038    0.5787   0.02417   0.01686   0.02094
    65/119     1.39G   0.02869   0.02368    0.0157   0.06807        63       416    0.7865    0.7285    0.7826    0.5577     0.024   0.01717   0.02189
    66/119     1.39G   0.02893   0.02312   0.01655    0.0686        70       416     0.819     0.774    0.8304    0.6046   0.02441    0.0173   0.01706
    67/119     1.39G     0.029   0.02285   0.01547   0.06732        64       416    0.7904    0.7586    0.8178    0.5884   0.02395     0.018   0.01914
    68/119     1.39G   0.02898   0.02278   0.01615   0.06791        56       416    0.8065      0.71    0.8199    0.5921   0.02432   0.01728   0.01911
    69/119     1.39G   0.02874   0.02278    0.0153   0.06682        46       416    0.6925     0.838    0.8223    0.5987   0.02385   0.01714   0.01948
    70/119     1.39G   0.02873   0.02316   0.01598   0.06787        48       416    0.8207    0.8101    0.8705    0.6353   0.02367   0.01659    0.0144
    71/119     1.39G    0.0283   0.02251   0.01499    0.0658        55       416    0.7969    0.7541    0.8246    0.5864   0.02422   0.01738   0.02006
    72/119     1.39G   0.02838   0.02256   0.01485   0.06579        51       416    0.8461    0.7707    0.8487    0.6267   0.02385   0.01707   0.01545
    73/119     1.39G   0.02813   0.02279   0.01445   0.06536        49       416    0.8478    0.7461    0.8443    0.6136   0.02427    0.0175   0.01657
    74/119     1.39G   0.02824   0.02276   0.01467   0.06566        49       416    0.8202    0.7683    0.8265    0.5991   0.02415   0.01719   0.01819
    75/119     1.39G   0.02811   0.02206   0.01443    0.0646        52       416    0.8199     0.785    0.8432    0.6098    0.0238   0.01696   0.01639
    76/119     1.39G   0.02774   0.02235    0.0138   0.06389        61       416    0.8488    0.7579     0.849    0.6161    0.0241   0.01751   0.01656
    77/119     1.39G   0.02807   0.02259   0.01423   0.06489        58       416    0.7991    0.7962    0.8465    0.6157   0.02395   0.01709   0.01772
    78/119     1.39G    0.0275   0.02184   0.01412   0.06346        62       416    0.8078    0.8226    0.8587     0.626   0.02375   0.01712   0.01592
    79/119     1.39G   0.02805   0.02252   0.01442   0.06499        59       416    0.8757    0.7721    0.8699    0.6254   0.02356    0.0168   0.01545
    80/119     1.39G   0.02765   0.02224    0.0137   0.06359        65       416    0.7945    0.7764    0.8268    0.5958   0.02432   0.01748   0.02057
    81/119     1.39G   0.02726   0.02189   0.01363   0.06278        43       416    0.8367    0.7759    0.8584    0.6343   0.02366   0.01665   0.01699
    82/119     1.39G   0.02738    0.0217   0.01351    0.0626        65       416    0.8456    0.7566    0.8416     0.623   0.02339    0.0167    0.0185
    83/119     1.39G   0.02756   0.02217   0.01349   0.06322        55       416    0.8436    0.7939    0.8532    0.6225   0.02363   0.01674   0.01637
    84/119     1.39G   0.02747   0.02215   0.01293   0.06255        56       416    0.8519    0.7803    0.8551    0.6308    0.0234   0.01707   0.01616
    85/119     1.39G   0.02682   0.02208   0.01284   0.06174        69       416    0.8006    0.7946    0.8481    0.6239   0.02375   0.01705    0.0169
    86/119     1.39G   0.02693   0.02155   0.01272    0.0612        61       416     0.834    0.7699    0.8582    0.6341   0.02305    0.0169   0.01644
    87/119     1.39G   0.02692   0.02187   0.01229   0.06108        61       416    0.8859    0.7192    0.8505    0.6265   0.02354   0.01694   0.01631
    88/119     1.39G   0.02664   0.02147    0.0122   0.06031        59       416    0.8116    0.7809    0.8559    0.6244   0.02384   0.01692   0.01721
    89/119     1.39G   0.02696   0.02153   0.01257   0.06106        57       416    0.7981    0.7698    0.8276    0.6068   0.02354   0.01655   0.02051
    90/119     1.39G   0.02669    0.0218   0.01198   0.06046        64       416    0.8631    0.7476    0.8596    0.6283   0.02381   0.01663   0.01749
    91/119     1.39G   0.02667    0.0214   0.01234   0.06041        59       416    0.8652     0.764    0.8615    0.6293   0.02373    0.0168   0.01631
    92/119     1.39G   0.02656   0.02162   0.01199   0.06016        73       416    0.8509    0.7833    0.8605    0.6301   0.02331    0.0171   0.01594
    93/119     1.39G   0.02643   0.02131   0.01144   0.05919        70       416    0.8905     0.755    0.8688    0.6314   0.02367   0.01723   0.01639
    94/119     1.39G   0.02645   0.02156   0.01136   0.05936        52       416    0.8329    0.8045    0.8675      0.64   0.02338   0.01669   0.01623
    95/119     1.39G   0.02622   0.02114   0.01182   0.05918        64       416    0.8402    0.7958    0.8636    0.6396   0.02317   0.01672   0.01573
    96/119     1.39G   0.02598   0.02122   0.01127   0.05847        73       416    0.8542    0.7917    0.8716    0.6454   0.02312   0.01665     0.016
    97/119     1.39G    0.0263   0.02104   0.01152   0.05885        64       416    0.8377    0.7632    0.8495    0.6364   0.02306   0.01671   0.01821
    98/119     1.39G   0.02603   0.02058   0.01129    0.0579        52       416    0.8588     0.784    0.8653    0.6427   0.02355   0.01673    0.0164
    99/119     1.39G    0.0258   0.02105   0.01137   0.05822        55       416    0.8728    0.7726    0.8645    0.6473   0.02326   0.01648   0.01593
   100/119     1.39G   0.02599   0.02101   0.01108   0.05808        52       416    0.9169    0.7496    0.8799    0.6582   0.02344   0.01636   0.01612
   101/119     1.39G   0.02567   0.02108   0.01131   0.05806        66       416    0.9116    0.7468    0.8759    0.6521   0.02315   0.01673   0.01579
   102/119     1.39G   0.02565   0.02075   0.01128   0.05768        48       416    0.8436     0.818    0.8733     0.655   0.02312   0.01671   0.01511
   103/119     1.39G   0.02565   0.02066   0.01079    0.0571        67       416    0.8677    0.7841     0.863    0.6427   0.02296   0.01642   0.01639
   104/119     1.39G   0.02594   0.02126   0.01035   0.05755        53       416    0.8741    0.7727    0.8622     0.641   0.02306   0.01674    0.0162
   105/119     1.39G   0.02579   0.02088   0.01057   0.05724        60       416    0.8548     0.779     0.852    0.6434   0.02299   0.01646   0.01811
   106/119     1.39G   0.02551    0.0207   0.01067   0.05688        62       416     0.865    0.7876    0.8659    0.6486   0.02322    0.0165   0.01623
   107/119     1.39G   0.02557   0.02056   0.01035   0.05647        54       416     0.909    0.7681    0.8735    0.6533   0.02317   0.01669   0.01538
   108/119     1.39G   0.02516   0.02067   0.01014   0.05597        51       416    0.8859     0.774     0.863    0.6424   0.02338   0.01704   0.01699
   109/119     1.39G   0.02514   0.02061   0.01063   0.05638        61       416    0.8807    0.7649    0.8658    0.6419   0.02329   0.01676   0.01649
   110/119     1.39G   0.02517   0.02041   0.01022    0.0558        59       416     0.882    0.7909     0.877    0.6527   0.02323   0.01678   0.01468
   111/119     1.39G   0.02516   0.02061  0.009699   0.05548        64       416    0.8079    0.8346    0.8752    0.6589   0.02292   0.01642    0.0153
   112/119     1.39G   0.02508   0.02078   0.01018   0.05604        64       416    0.8853    0.7662    0.8743    0.6531   0.02307   0.01663   0.01568
   113/119     1.39G   0.02478      0.02  0.009772   0.05455        60       416    0.8575    0.7915    0.8735    0.6529     0.023   0.01644   0.01603
   114/119     1.39G   0.02552   0.02073   0.01026   0.05651        56       416    0.9018    0.7371    0.8612     0.644   0.02297   0.01667    0.0169
   115/119     1.39G   0.02519   0.02031   0.01007   0.05557        65       416    0.8748     0.761    0.8658    0.6451    0.0232   0.01665   0.01642
   116/119     1.39G   0.02471   0.01992  0.009818   0.05445        59       416    0.9051    0.7599    0.8759    0.6646   0.02267   0.01662   0.01522
   117/119     1.39G   0.02494   0.02034  0.009503   0.05477        61       416    0.8876    0.7526    0.8769     0.661   0.02287   0.01634    0.0166
   118/119     1.39G   0.02464   0.02046  0.009529   0.05462        46       416    0.8673    0.7761    0.8703    0.6539   0.02276   0.01617   0.01713
   119/119     1.39G   0.02508   0.02033  0.009705   0.05512        56       416    0.8391    0.8099    0.8763    0.6577   0.02273   0.01651   0.01531
